ensemble,GCM,scenario,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,y2027,y2028,y2029,y2030,y2031,y2032,y2033,y2034,y2035,y2036,y2037,y2038,y2039,y2040,y2041,y2042,y2043,y2044,y2045,y2046,y2047,y2048,y2049,y2050,y2051,y2052,y2053,y2054,y2055,y2056,y2057,y2058,y2059,y2060,y2061,y2062,y2063,y2064,y2065,y2066,y2067,y2068,y2069,y2070,y2071,y2072,y2073,y2074,y2075,y2076,y2077,y2078,y2079,y2080,y2081,y2082,y2083,y2084,y2085,y2086,y2087,y2088,y2089,y2090,y2091,y2092,y2093,y2094,y2095,y2096,y2097,y2098,y2099,y2100
FAIR,FAIR_744,FACTS,0.231762,0.251158,0.269238,0.288119,0.309276,0.33343,0.358931,0.384364,0.409474,0.433647,0.456648,0.478607,0.499841,0.521104,0.542722,0.564785,0.587562,0.611375,0.637011,0.665206,0.694929,0.725424,0.755986,0.786326,0.816393,0.845809,0.874783,0.903869,0.933796,0.964973,0.998166,1.033273,1.06969,1.106532,1.142384,1.17656,1.209947,1.243501,1.277401,1.312175,1.348553,1.386766,1.425775,1.464846,1.50407,1.542688,1.580188,1.616954,1.653589,1.69053,1.728085,1.767028,1.807565,1.848916,1.890024,1.930159,1.969187,2.007613,2.045954,2.084149,2.1223,2.16057,2.199227,2.238787,2.279351,2.320506,2.361278,2.401024,2.439383,2.476398,2.512004,2.546285,2.580012,2.613559,2.647351,2.68193,2.716995,2.752234,2.786536,2.818671,2.848913,2.877667,2.905528,2.93301,2.960596,2.988966
FAIR,FAIR_745,FACTS,0.325852,0.356622,0.384351,0.412043,0.442126,0.476333,0.513623,0.552643,0.592557,0.632016,0.67008,0.706503,0.741674,0.77671,0.812137,0.848108,0.884547,0.921605,0.960717,1.003247,1.0478,1.093275,1.138618,1.183344,1.22737,1.270068,1.31188,1.35376,1.39685,1.441837,1.489969,1.541192,1.594622,1.648903,1.701775,1.752046,1.800533,1.848398,1.896129,1.944743,1.995564,2.049137,2.104005,2.159064,2.214459,2.269013,2.322078,2.374335,2.426621,2.479578,2.533668,2.590109,2.64928,2.710015,2.770651,2.829973,2.887752,2.944762,3.001795,3.058774,3.115862,3.173327,3.231597,3.291508,3.353265,3.416269,3.479297,3.541512,3.602224,3.661383,3.718809,3.774538,3.829718,3.884926,3.940838,3.998333,4.057051,4.116552,4.175077,4.230596,4.283372,4.333941,4.383169,4.431846,4.480746,4.530976
FAIR,FAIR_746,FACTS,0.307382,0.336781,0.361505,0.384898,0.40976,0.438171,0.47033,0.505689,0.543161,0.581231,0.618809,0.655486,0.691463,0.72766,0.764487,0.802022,0.83993,0.878154,0.918092,0.961081,1.005893,1.051528,1.097027,1.141928,1.18615,1.2291,1.271343,1.313887,1.357744,1.403524,1.45238,1.504265,1.558354,1.613374,1.667189,1.718637,1.768203,1.816781,1.864885,1.913518,1.963971,2.016818,2.070757,2.12478,2.179034,2.23243,2.284389,2.335559,2.386708,2.438436,2.491185,2.546102,2.603571,2.662529,2.72143,2.77912,2.835423,2.89108,2.946796,3.002484,3.058281,3.114427,3.171318,3.229737,3.289891,3.351232,3.412698,3.473549,3.533093,3.591234,3.647772,3.702705,3.757081,3.811438,3.866406,3.922821,3.980405,4.038782,4.096311,4.151068,4.203256,4.253343,4.302116,4.350313,4.398662,4.44821
FAIR,FAIR_747,FACTS,0.302445,0.329868,0.353971,0.377783,0.403689,0.433241,0.465591,0.49956,0.534503,0.569372,0.603452,0.636544,0.668897,0.701334,0.734245,0.767736,0.801727,0.836307,0.872589,0.911648,0.95245,0.994151,1.035941,1.077424,1.118519,1.158724,1.198336,1.238058,1.278764,1.320988,1.365708,1.41291,1.461932,1.511737,1.560571,1.607479,1.65301,1.698005,1.742828,1.788251,1.835299,1.884416,1.934505,1.984715,2.035148,2.084897,2.133401,2.181139,2.228758,2.276768,2.325548,2.376058,2.428625,2.482383,2.536063,2.588717,2.640131,2.690862,2.741506,2.792001,2.842468,2.893113,2.944273,2.996599,3.050271,3.104846,3.15942,3.213357,3.266084,3.317515,3.36748,3.415977,3.46387,3.511605,3.559708,3.608873,3.658822,3.709212,3.758716,3.805764,3.850539,3.893442,3.935132,3.976231,4.017347,4.059357
FAIR,FAIR_748,FACTS,0.395555,0.438323,0.477296,0.514923,0.554077,0.59727,0.643907,0.692704,0.742961,0.793581,0.843853,0.893554,0.942844,0.992461,1.042758,1.09382,1.145044,1.196122,1.248308,1.302817,1.358803,1.415535,1.472294,1.528721,1.584763,1.639941,1.694738,1.750005,1.80658,1.864995,1.926218,1.99028,2.056552,2.124028,2.190965,2.256361,2.320302,2.38329,2.445795,2.508682,2.573065,2.639492,2.706991,2.774777,2.842975,2.910717,2.977612,3.044237,3.111169,3.178873,3.2477,3.318582,3.391859,3.466702,3.541859,3.616362,3.690106,3.763705,3.837667,3.911875,3.9864,4.061408,4.137197,4.214395,4.29318,4.373123,4.453398,4.533394,4.612472,4.690461,4.767125,4.842394,4.917066,4.991558,5.066374,5.142204,5.218836,5.295967,5.372279,5.446171,5.517739,5.587311,5.655491,5.722872,5.790049,5.857898
FAIR,FAIR_749,FACTS,0.197114,0.213985,0.226779,0.23941,0.25422,0.272664,0.294861,0.320291,0.347404,0.374253,0.399215,0.421761,0.44253,0.462985,0.483726,0.504896,0.526539,0.54895,0.573751,0.602385,0.632868,0.663837,0.694009,0.722951,0.750638,0.776428,0.801183,0.826259,0.852891,0.881722,0.914091,0.949668,0.987237,1.025087,1.060557,1.092447,1.122027,1.150818,1.17941,1.209004,1.241096,1.276159,1.312234,1.348004,1.38372,1.417987,1.450141,1.481134,1.51205,1.543642,1.576417,1.611781,1.65002,1.689583,1.728441,1.765259,1.799899,1.833436,1.866913,1.900247,1.933661,1.967468,2.002175,2.038744,2.077316,2.11707,2.156572,2.194964,2.231541,2.26643,2.299514,2.330959,2.362222,2.393952,2.426899,2.462013,2.49871,2.536403,2.572904,2.605905,2.635985,2.66394,2.6909,2.717789,2.745484,2.775205
FAIR,FAIR_750,FACTS,0.370165,0.40821,0.44223,0.475717,0.511567,0.552103,0.596123,0.641939,0.688634,0.734688,0.778811,0.820567,0.860473,0.899874,0.939426,0.979346,1.019698,1.06077,1.104201,1.151559,1.201253,1.252016,1.302638,1.352551,1.40165,1.449206,1.495992,1.543294,1.592314,1.643762,1.699015,1.757975,1.819599,1.882304,1.943473,2.001703,2.057785,2.112948,2.167773,2.22344,2.281489,2.342571,2.405036,2.467626,2.530515,2.592359,2.65243,2.711523,2.770594,2.83038,2.89142,2.95512,3.02193,3.090527,3.159008,3.225976,3.291203,3.355599,3.420058,3.484488,3.549072,3.614113,3.680103,3.748004,3.818063,3.889598,3.961205,4.031921,4.100962,4.168275,4.23366,4.297158,4.360088,4.42312,4.487035,4.552851,4.620169,4.68849,4.75581,4.8198,4.880756,4.939288,4.996384,5.052952,5.109886,5.168461
FAIR,FAIR_751,FACTS,0.410588,0.452095,0.492156,0.53223,0.574391,0.620589,0.66774,0.712822,0.756054,0.797272,0.836824,0.875219,0.912765,0.950121,0.98764,1.025474,1.063716,1.102549,1.142744,1.185054,1.228833,1.273542,1.318662,1.36393,1.409298,1.454427,1.499668,1.545601,1.592755,1.641449,1.692304,1.745297,1.799971,1.855621,1.911058,1.965617,2.019534,2.073272,2.127077,2.181467,2.237128,2.294368,2.352472,2.410874,2.469641,2.528168,2.586133,2.64389,2.701842,2.760309,2.819531,2.880138,2.942349,3.00559,3.069011,3.13197,3.194472,3.256986,3.31982,3.382856,3.446114,3.509683,3.573747,3.638714,3.704686,3.771356,3.8379,3.903701,3.968379,4.031858,4.094014,4.154836,4.214896,4.274498,4.333998,4.393873,4.45396,4.514045,4.573252,4.630529,4.685987,4.739882,4.792652,4.844715,4.896481,4.948544
FAIR,FAIR_752,FACTS,0.329085,0.366632,0.399703,0.43172,0.46588,0.504926,0.54734,0.591156,0.635454,0.678739,0.719801,0.758344,0.795034,0.831341,0.86793,0.905006,0.942382,0.980197,1.020207,1.064001,1.109825,1.156402,1.202515,1.2477,1.291921,1.334514,1.376544,1.419501,1.464521,1.512209,1.563873,1.619239,1.677134,1.735874,1.792798,1.846606,1.897987,1.948092,1.997662,2.048004,2.100716,2.156409,2.213295,2.270109,2.327097,2.3829,2.437025,2.490489,2.544257,2.599026,2.655278,2.714392,2.776699,2.840723,2.904472,2.966572,3.027004,3.086875,3.147086,3.207487,3.268239,3.329616,3.392096,3.456622,3.523363,3.591548,3.659824,3.727332,3.793277,3.857666,3.920315,3.981316,4.042055,4.103178,4.165441,4.229817,4.295842,4.362988,4.429118,4.491892,4.551758,4.609426,4.665961,4.722281,4.779263,4.838151
FAIR,FAIR_753,FACTS,0.264486,0.286252,0.301095,0.315008,0.33139,0.352653,0.380105,0.413732,0.450736,0.487605,0.521409,0.551089,0.577615,0.603436,0.629594,0.656358,0.683621,0.711748,0.743599,0.781761,0.822949,0.864815,0.905144,0.943112,0.978645,1.010588,1.040413,1.070481,1.102979,1.139095,1.18121,1.228872,1.28004,1.331774,1.379435,1.420818,1.457742,1.492632,1.526626,1.561912,1.601195,1.645439,1.691391,1.736782,1.782026,1.824707,1.863767,1.900887,1.937864,1.975978,2.01611,2.060704,2.110326,2.16235,2.213269,2.260695,2.304332,2.345988,2.38746,2.428638,2.469923,2.511876,2.555394,2.602167,2.652498,2.705017,2.757491,2.808565,2.856916,2.902663,2.945548,2.98579,3.025868,3.066922,3.110272,3.157608,3.20805,3.260639,3.311597,3.356833,3.397199,3.433985,3.469099,3.504147,3.540674,3.580846
FAIR,FAIR_754,FACTS,0.268967,0.296565,0.320925,0.345743,0.373499,0.406119,0.442178,0.480156,0.518298,0.554178,0.585676,0.612495,0.636209,0.659452,0.683159,0.707538,0.732861,0.759738,0.790544,0.827236,0.866224,0.905426,0.942876,0.978221,1.011554,1.042038,1.071477,1.1022,1.13588,1.173231,1.216124,1.263653,1.313753,1.363689,1.409465,1.449625,1.486558,1.522735,1.559076,1.597435,1.64,1.687219,1.7357,1.783473,1.831116,1.876462,1.918924,1.960319,2.002293,2.045846,2.09159,2.141588,2.19597,2.252055,2.306656,2.357925,2.406037,2.452974,2.500358,2.547925,2.595972,2.644909,2.695472,2.749072,2.805732,2.864012,2.921653,2.977498,3.030603,3.081411,3.12981,3.176189,3.222884,3.270763,3.320868,3.374505,3.430539,3.488006,3.543336,3.593136,3.638744,3.681587,3.723516,3.765859,3.809858,3.857232
FAIR,FAIR_755,FACTS,0.447104,0.493005,0.535453,0.577411,0.621742,0.670807,0.723112,0.77676,0.831011,0.884502,0.936139,0.985572,1.033253,1.080437,1.127767,1.175471,1.223658,1.272634,1.323981,1.379249,1.437017,1.49609,1.555317,1.614107,1.672328,1.72924,1.785559,1.84251,1.901243,1.962463,2.027518,2.096383,2.168106,2.241195,2.313126,2.382474,2.449886,2.516473,2.582765,2.649881,2.71931,2.791729,2.865628,2.939807,3.014409,3.088143,3.160264,3.231479,3.302673,3.374553,3.447648,3.52332,3.602059,3.682656,3.763309,3.842646,3.920437,3.997523,4.074709,4.151885,4.229201,4.306935,4.38555,4.465973,4.548467,4.632413,4.716402,4.799414,4.88066,4.960019,5.037258,5.112365,5.186567,5.260511,5.334958,5.410917,5.488079,5.566006,5.642804,5.716203,5.786395,5.853902,5.919627,5.984439,6.049201,6.11517
FAIR,FAIR_756,FACTS,0.417439,0.461908,0.502005,0.541025,0.581814,0.626844,0.675649,0.727089,0.780034,0.832597,0.882916,0.930125,0.974719,1.018194,1.061346,1.104464,1.147766,1.19168,1.238134,1.28905,1.342748,1.397769,1.452706,1.506793,1.559845,1.610922,1.660993,1.711649,1.764289,1.819794,1.879841,1.944463,2.012534,2.08225,2.1505,2.215468,2.277745,2.338556,2.398571,2.459194,2.5223,2.588799,2.656924,2.725228,2.793888,2.861331,2.926697,2.990882,3.054934,3.119708,3.185859,3.25507,3.32799,3.403186,3.478462,3.552109,3.623715,3.694215,3.764624,3.834854,3.905121,3.975799,4.047484,4.121347,4.197762,4.27602,4.354677,4.432693,4.509052,4.58356,4.65589,4.72598,4.795294,4.864617,4.934886,5.007357,5.081709,5.157444,5.232261,5.303333,5.370817,5.435289,5.497816,5.559443,5.621233,5.684749
FAIR,FAIR_757,FACTS,0.305829,0.335463,0.361029,0.385987,0.413028,0.444314,0.478982,0.515688,0.553253,0.589857,0.624043,0.65538,0.684518,0.713048,0.741706,0.770714,0.800232,0.83065,0.863784,0.901331,0.941279,0.982113,1.0224,1.061533,1.099418,1.135259,1.170118,1.205598,1.243039,1.28319,1.327573,1.375952,1.42704,1.478956,1.528681,1.57469,1.618011,1.660129,1.701755,1.744283,1.789475,1.838014,1.887898,1.937666,1.987548,2.035992,2.082247,2.127324,2.17235,2.218156,2.265334,2.315471,2.369001,2.424304,2.479146,2.531947,2.582534,2.632046,2.681553,2.730947,2.780448,2.8304,2.881367,2.934439,2.989845,3.046743,3.103505,3.159071,3.212589,3.264083,3.313371,3.360565,3.407235,3.454147,3.502183,3.552477,3.60452,3.657719,3.709695,3.757786,3.802439,3.844428,3.884943,3.925035,3.965716,4.008423
FAIR,FAIR_758,FACTS,0.488194,0.536974,0.579998,0.621082,0.663722,0.710842,0.763026,0.819733,0.879982,0.942252,1.005289,1.068446,1.131722,1.195862,1.261222,1.327843,1.395005,1.462268,1.531054,1.602842,1.676671,1.751622,1.826783,1.9016,1.975931,2.049082,2.121304,2.193374,2.266378,2.341066,2.418753,2.499664,2.583178,2.668163,2.752494,2.834837,2.915334,2.994635,3.073199,3.152013,3.23244,3.315228,3.399291,3.483668,3.568484,3.652663,3.735515,3.817563,3.899506,3.981952,4.065388,4.151032,4.239444,4.329743,4.420455,4.510363,4.599138,4.687372,4.775709,4.86406,4.952545,5.041409,5.13106,5.222327,5.315528,5.410231,5.505486,5.600556,5.694655,5.787528,5.878851,5.968472,6.057317,6.145902,6.234874,6.325136,6.416522,6.508711,6.600149,6.688814,6.774668,6.858002,6.939468,7.019763,7.099622,7.180168
FAIR,FAIR_759,FACTS,0.388864,0.431991,0.472532,0.512404,0.553863,0.599279,0.646665,0.693677,0.739937,0.784497,0.826606,0.866075,0.903333,0.939467,0.975084,1.010443,1.045755,1.081362,1.118601,1.158808,1.200907,1.243946,1.287004,1.329572,1.371529,1.412243,1.452455,1.493302,1.535694,1.580201,1.627933,1.678909,1.732369,1.787098,1.840995,1.892819,1.942805,1.991648,2.039812,2.088249,2.138232,2.190392,2.243571,2.296808,2.350228,2.402782,2.453978,2.504478,2.554963,2.605989,2.657986,2.712078,2.768701,2.826901,2.885207,2.942461,2.998478,3.053952,3.109514,3.16507,3.220731,3.276726,3.333434,3.391626,3.451549,3.512723,3.574126,3.635005,3.694663,3.752948,3.809625,3.864636,3.918952,3.973097,4.0277,4.083608,4.140636,4.198474,4.25558,4.310052,4.361975,4.411724,4.460001,4.50751,4.554961,4.603408
FAIR,FAIR_760,FACTS,0.187044,0.20632,0.22304,0.239791,0.259112,0.282286,0.305488,0.32651,0.346337,0.365314,0.384233,0.403587,0.423348,0.443768,0.46482,0.486438,0.50829,0.530355,0.553233,0.577321,0.601957,0.626877,0.65179,0.676747,0.701785,0.726797,0.752219,0.778455,0.805636,0.833765,0.863089,0.893345,0.924154,0.955054,0.985425,1.015149,1.044436,1.073578,1.102832,1.132542,1.163058,1.194389,1.22589,1.257291,1.288761,1.319944,1.350831,1.381789,1.413081,1.444831,1.477105,1.510229,1.544147,1.578353,1.612328,1.645848,1.679244,1.71296,1.747061,1.781333,1.815759,1.850359,1.885241,1.920617,1.956443,1.992442,2.028089,2.063152,2.097512,2.131275,2.164423,2.197054,2.22958,2.262107,2.294788,2.327809,2.360898,2.393892,2.426188,2.45732,2.487665,2.517509,2.54718,2.576863,2.606731,2.637024
FAIR,FAIR_761,FACTS,0.190991,0.206178,0.218504,0.231629,0.247572,0.267374,0.290173,0.314961,0.340279,0.364288,0.385731,0.404521,0.42157,0.438595,0.456157,0.474341,0.493268,0.513322,0.536165,0.563156,0.591754,0.620501,0.648021,0.674083,0.698763,0.721485,0.743241,0.765521,0.789635,0.816162,0.846461,0.879909,0.91507,0.950035,0.982015,1.010021,1.03595,1.061641,1.087628,1.115132,1.145628,1.179379,1.213966,1.247998,1.281879,1.314087,1.34409,1.373109,1.402371,1.43262,1.464307,1.498893,1.536463,1.575127,1.612655,1.647765,1.680519,1.712279,1.744214,1.776147,1.808301,1.840966,1.874664,1.910382,1.948129,1.986886,2.025014,2.061673,2.09622,2.128981,2.159889,2.189229,2.218655,2.248773,2.280313,2.314185,2.349548,2.385707,2.420173,2.450599,2.477963,2.503291,2.527896,2.552716,2.578621,2.606808
FAIR,FAIR_762,FACTS,0.197144,0.212365,0.224971,0.238182,0.253542,0.27178,0.293575,0.319029,0.346103,0.372381,0.39596,0.416373,0.434564,0.452443,0.470723,0.489554,0.509266,0.530394,0.554772,0.583987,0.615299,0.646987,0.677443,0.706255,0.733444,0.758285,0.781904,0.806014,0.832142,0.861026,0.894277,0.931335,0.970624,1.009989,1.046186,1.077903,1.107116,1.135894,1.164893,1.195546,1.229618,1.267543,1.306713,1.345499,1.38428,1.421314,1.455921,1.489409,1.523134,1.557973,1.594485,1.634366,1.67783,1.722828,1.766814,1.808222,1.84693,1.884349,1.921845,1.959299,1.996997,2.035311,2.074858,2.116801,2.161232,2.207057,2.252538,2.296716,2.338755,2.3789,2.417031,2.453404,2.489857,2.527136,2.566113,2.607892,2.651666,2.696685,2.740134,2.77921,2.814809,2.848,2.880232,2.912608,2.946167,2.982347
FAIR,FAIR_763,FACTS,0.187165,0.203196,0.215437,0.228547,0.245111,0.266265,0.291006,0.318125,0.3457,0.371804,0.395315,0.416451,0.436344,0.456835,0.478239,0.5005,0.523189,0.546545,0.572552,0.602559,0.633507,0.664158,0.693193,0.720811,0.747172,0.771821,0.796082,0.821576,0.849371,0.879767,0.914011,0.951055,0.989328,1.026846,1.060934,1.091057,1.119363,1.147626,1.176381,1.20687,1.240479,1.277181,1.314139,1.350142,1.385881,1.419766,1.451625,1.482978,1.51505,1.548419,1.583383,1.621382,1.662182,1.7036,1.743382,1.780533,1.815596,1.850274,1.885622,1.921204,1.957181,1.993767,2.031472,2.071249,2.11291,2.155257,2.196664,2.236514,2.274248,2.310422,2.344945,2.378223,2.412004,2.446708,2.482968,2.521562,2.561378,2.601722,2.639876,2.673738,2.704847,2.734399,2.763783,2.793774,2.82513,2.858905
FAIR,FAIR_764,FACTS,0.356476,0.392859,0.428448,0.464088,0.501404,0.541848,0.582826,0.621957,0.659562,0.695695,0.730966,0.765984,0.800919,0.836156,0.871888,0.908182,0.94495,0.9822,1.020453,1.060205,1.101066,1.142717,1.18485,1.22732,1.27011,1.313019,1.35623,1.400069,1.444878,1.490855,1.538386,1.587445,1.637739,1.688825,1.739966,1.79076,1.841356,1.892037,1.942959,1.994442,2.046907,2.100533,2.154859,2.209532,2.264596,2.319673,2.374584,2.429562,2.484857,2.54066,2.597115,2.654605,2.713252,2.772685,2.832367,2.891903,2.951346,3.011017,3.071073,3.131403,3.191991,3.252872,3.314145,3.376047,3.438627,3.50168,3.564625,3.627021,3.688617,3.74935,3.809131,3.867949,3.926158,3.983941,4.041517,4.099174,4.156796,4.214242,4.270959,4.326301,4.380351,4.433282,4.485373,4.53689,4.588085,4.639325
FAIR,FAIR_765,FACTS,0.202438,0.219143,0.234776,0.251653,0.270986,0.293234,0.317269,0.342192,0.36718,0.390997,0.412789,0.432522,0.450884,0.469187,0.487905,0.507134,0.527239,0.548664,0.572577,0.599987,0.628986,0.658406,0.687159,0.714986,0.741907,0.767441,0.792193,0.817221,0.843605,0.871864,0.903097,0.936913,0.972254,1.007673,1.041009,1.071423,1.100496,1.129741,1.15947,1.190554,1.224105,1.260351,1.297484,1.3344,1.371364,1.4072,1.441383,1.474761,1.508296,1.542596,1.578047,1.615795,1.65597,1.697176,1.737708,1.776538,1.813592,1.849825,1.886149,1.922465,1.958959,1.99587,2.03361,2.072956,2.113953,2.155853,2.197315,2.237604,2.276227,2.313398,2.349064,2.383426,2.417741,2.452505,2.488304,2.525871,2.564601,2.603966,2.642089,2.677126,2.709738,2.740673,2.770918,2.801214,2.83225,2.864978
FAIR,FAIR_766,FACTS,0.379167,0.415918,0.444232,0.470014,0.497928,0.531683,0.57187,0.617571,0.66708,0.718023,0.768408,0.817303,0.86495,0.912681,0.961106,1.010345,1.059717,1.108969,1.16022,1.215527,1.273165,1.331673,1.389641,1.446351,1.501668,1.55468,1.606115,1.657401,1.710091,1.765159,1.824388,1.887813,1.954276,2.021925,2.087582,2.149454,2.20808,2.264664,2.319995,2.37559,2.433428,2.494443,2.556784,2.618973,2.681227,2.741936,2.800209,2.856987,2.913404,2.970367,3.028564,3.089738,3.154526,3.22141,3.288108,3.352879,3.415392,3.476702,3.537877,3.598827,3.659783,3.721129,3.783481,3.848038,3.915157,3.984071,4.053323,4.121895,4.188748,4.253722,4.316504,4.377065,4.436947,4.496959,4.558061,4.621527,4.686969,4.753839,4.81973,4.881745,4.940114,4.995485,5.048997,5.101741,5.154814,5.20981
FAIR,FAIR_767,FACTS,0.311484,0.34542,0.37673,0.40785,0.441021,0.478235,0.517756,0.557683,0.597462,0.636003,0.672444,0.706621,0.739094,0.771086,0.803178,0.835569,0.868361,0.901835,0.937359,0.976207,1.016949,1.058503,1.099846,1.140548,1.180547,1.219266,1.25744,1.296205,1.336553,1.379041,1.424792,1.473649,1.524686,1.576542,1.627022,1.675012,1.721227,1.766722,1.812017,1.858128,1.906342,1.957162,2.009136,2.061203,2.113535,2.165001,2.215098,2.264592,2.314285,2.36477,2.416467,2.470531,2.527279,2.585532,2.643663,2.700519,2.756005,2.810971,2.866166,2.921483,2.977064,3.033144,3.090125,3.148798,3.209327,3.2711,3.332912,3.39397,3.453638,3.511915,3.568653,3.623919,3.678847,3.733988,3.78998,3.847651,3.906643,3.966537,4.025594,4.081865,4.135666,4.187551,4.238378,4.288901,4.339856,4.392284
FAIR,FAIR_768,FACTS,0.29801,0.32711,0.351976,0.376195,0.402369,0.432378,0.466657,0.504902,0.545507,0.586292,0.625332,0.661844,0.696377,0.73047,0.76483,0.799654,0.834923,0.870909,0.909516,0.952534,0.997995,1.044385,1.090263,1.134996,1.17848,1.21989,1.260136,1.300736,1.343124,1.38813,1.437363,1.490654,1.546743,1.603749,1.658608,1.709736,1.758222,1.805619,1.852628,1.900655,1.951498,2.00588,2.061796,2.117761,2.173993,2.228907,2.281684,2.333301,2.3849,2.437339,2.491232,2.548212,2.608754,2.671244,2.73342,2.79366,2.851676,2.90855,2.965395,3.022135,3.079013,3.136401,3.194886,3.255596,3.318792,3.383642,3.448564,3.512512,3.574588,3.634776,3.692867,3.74894,3.804571,3.860534,3.91773,3.977323,4.03882,4.101625,4.163327,4.221187,4.275605,4.327329,4.377543,4.427306,4.477653,4.530053
FAIR,FAIR_769,FACTS,0.309462,0.338827,0.364717,0.390238,0.417806,0.449232,0.483664,0.519897,0.556957,0.593357,0.628139,0.661116,0.692742,0.724258,0.756208,0.788728,0.821801,0.855647,0.891792,0.931644,0.973561,1.016317,1.058752,1.100387,1.141159,1.180424,1.218878,1.257706,1.298072,1.340631,1.386662,1.435987,1.487568,1.53988,1.590467,1.638109,1.683781,1.728784,1.773663,1.819525,1.867786,1.918975,1.971424,2.02393,2.076682,2.128402,2.178451,2.22764,2.276906,2.326936,2.378213,2.432041,2.488768,2.547059,2.605085,2.661564,2.716339,2.770332,2.824425,2.878528,2.93282,2.987581,3.043273,3.100787,3.160305,3.221131,3.281892,3.341697,3.399852,3.456385,3.511148,3.564238,3.616942,3.669883,3.723777,3.779547,3.836756,3.894908,3.952051,4.006014,4.057183,4.106199,4.154044,4.201571,4.249608,4.299317
FAIR,FAIR_770,FACTS,0.257026,0.276925,0.292535,0.309043,0.329213,0.354494,0.384037,0.416618,0.450191,0.482312,0.511405,0.537393,0.561409,0.585626,0.610708,0.636721,0.663711,0.692114,0.724087,0.761369,0.800649,0.840086,0.877935,0.913956,0.948262,0.980135,1.010988,1.042788,1.077121,1.114651,1.157072,1.203519,1.252126,1.30044,1.344913,1.384342,1.421145,1.45764,1.49452,1.533355,1.576022,1.622821,1.67061,1.717633,1.764449,1.809113,1.850948,1.891535,1.932478,1.974724,2.018844,2.066705,2.118379,2.171419,2.222971,2.271438,2.317015,2.361516,2.406409,2.451427,2.496834,2.542988,2.590549,2.640771,2.693638,2.747824,2.80116,2.852567,2.901295,2.947826,2.992097,3.034504,3.077177,3.120875,3.166516,3.215243,3.265929,3.317675,3.367288,3.411809,3.452568,3.490909,3.528524,3.56659,3.6062,3.648862
FAIR,FAIR_771,FACTS,0.270971,0.299554,0.324398,0.347862,0.37242,0.400013,0.430341,0.462557,0.496094,0.530181,0.564515,0.599086,0.633947,0.669534,0.706013,0.743387,0.780956,0.818324,0.856391,0.895983,0.936523,0.977561,1.018647,1.059601,1.100425,1.140844,1.181244,1.222216,1.26428,1.307732,1.353158,1.400501,1.449299,1.498859,1.548048,1.596266,1.643472,1.689914,1.735964,1.782221,1.829415,1.877875,1.926922,1.976048,2.025358,2.074295,2.122645,2.170825,2.219233,2.268172,2.317862,2.368896,2.421453,2.474947,2.528548,2.581653,2.634338,2.687109,2.74026,2.793666,2.847343,2.901374,2.955933,3.011406,3.067873,3.125018,3.18227,3.239223,3.295468,3.350914,3.405426,3.458989,3.512149,3.565176,3.618395,3.672232,3.726528,3.781082,3.835015,3.887319,3.938133,3.987726,4.03653,4.084939,4.13334,4.182281
FAIR,FAIR_772,FACTS,0.312992,0.34709,0.376064,0.403351,0.43243,0.466063,0.503048,0.541583,0.580997,0.620292,0.659016,0.697174,0.734983,0.7732,0.812128,0.851817,0.891564,0.931055,0.971558,1.014209,1.058052,1.102382,1.146508,1.190176,1.233394,1.275768,1.317899,1.360671,1.404822,1.450755,1.4993,1.550314,1.603085,1.656578,1.709142,1.759955,1.809142,1.857206,1.9047,1.952498,2.001648,2.052581,2.104237,2.155858,2.207606,2.258657,2.308748,2.358537,2.408609,2.459391,2.511182,2.564835,2.620563,2.677462,2.734299,2.790212,2.84527,2.900199,2.955486,3.010986,3.066757,3.122941,3.179813,3.237943,3.297433,3.357804,3.418275,3.478324,3.537381,3.595371,3.652129,3.70767,3.762826,3.817987,3.873618,3.930323,3.987817,4.045775,4.102883,4.157686,4.210446,4.261598,4.311797,4.36162,4.41162,4.462575
FAIR,FAIR_773,FACTS,0.354989,0.392651,0.427463,0.461693,0.497516,0.536702,0.579125,0.624197,0.670889,0.717588,0.762771,0.805765,0.84699,0.887691,0.928508,0.969664,1.011212,1.053413,1.097863,1.146131,1.196773,1.248574,1.30036,1.351528,1.401939,1.450843,1.499039,1.54784,1.598419,1.651502,1.708464,1.769293,1.833031,1.898167,1.962135,2.023479,2.0827,2.140823,2.198448,2.256775,2.317366,2.380956,2.446051,2.511453,2.577322,2.642357,2.705913,2.768791,2.831859,2.89581,2.961166,3.029293,3.100682,3.174098,3.2477,3.320081,3.390966,3.461185,3.531577,3.60205,3.672775,3.744044,3.816337,3.890602,3.967118,4.04526,4.123835,4.201993,4.278878,4.354334,4.428089,4.500101,4.571588,4.643187,4.715657,4.790011,4.86598,4.943147,5.019559,5.092871,5.16324,5.231164,5.29754,5.363231,5.429106,5.496437
