region, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026, 2027, 2028, 2029, 2030, 2031, 2032, 2033, 2034, 2035, 2036, 2037, 2038, 2039, 2040, 2041, 2042, 2043, 2044, 2045, 2046, 2047, 2048, 2049, 2050, 2051, 2052, 2053, 2054, 2055, 2056, 2057, 2058, 2059, 2060, 2061, 2062, 2063, 2064, 2065, 2066, 2067, 2068, 2069, 2070, 2071, 2072, 2073, 2074, 2075, 2076, 2077, 2078, 2079, 2080, 2081, 2082, 2083, 2084, 2085, 2086, 2087, 2088, 2089, 2090, 2091, 2092, 2093, 2094, 2095, 2096, 2097, 2098, 2099, 2100, 2101, 2102, 2103, 2104, 2105, 2106, 2107, 2108, 2109, 2110, 2111, 2112, 2113, 2114, 2115, 2116, 2117, 2118, 2119, 2120, 2121, 2122, 2123, 2124, 2125, 2126, 2127, 2128, 2129, 2130, 2131, 2132, 2133, 2134, 2135, 2136, 2137, 2138, 2139, 2140, 2141, 2142, 2143, 2144, 2145, 2146, 2147, 2148, 2149, 2150, 2151, 2152, 2153, 2154, 2155, 2156, 2157, 2158, 2159, 2160, 2161, 2162, 2163, 2164, 2165, 2166, 2167, 2168, 2169, 2170, 2171, 2172, 2173, 2174, 2175, 2176, 2177, 2178, 2179, 2180, 2181, 2182, 2183, 2184, 2185, 2186, 2187, 2188, 2189, 2190, 2191, 2192, 2193, 2194, 2195, 2196, 2197, 2198, 2199, 2200, 2201, 2202, 2203, 2204, 2205, 2206, 2207, 2208, 2209, 2210, 2211, 2212, 2213, 2214, 2215, 2216, 2217, 2218, 2219, 2220, 2221, 2222, 2223, 2224, 2225, 2226, 2227, 2228, 2229, 2230, 2231, 2232, 2233, 2234, 2235, 2236, 2237, 2238, 2239, 2240, 2241, 2242, 2243, 2244, 2245, 2246, 2247, 2248, 2249, 2250, 2251, 2252, 2253, 2254, 2255, 2256, 2257, 2258, 2259, 2260, 2261, 2262, 2263, 2264, 2265, 2266, 2267, 2268, 2269, 2270, 2271, 2272, 2273, 2274, 2275, 2276, 2277, 2278, 2279, 2280, 2281, 2282, 2283, 2284, 2285, 2286, 2287, 2288, 2289, 2290, 2291, 2292, 2293, 2294, 2295, 2296, 2297, 2298, 2299, 2300
gis, 0.14200773, 0.14182502, 0.14164231, 0.14145961, 0.14127690, 0.14109419, 0.14091149, 0.14072878, 0.14054607, 0.14036337, 0.14018066, 0.14004345, 0.13990625, 0.13976904, 0.13963184, 0.13949463, 0.13935743, 0.13922022, 0.13908302, 0.13894581, 0.13880860, 0.13878793, 0.13876725, 0.13874658, 0.13872590, 0.13870523, 0.13868456, 0.13866388, 0.13864321, 0.13862253, 0.13860186, 0.13818357, 0.13776529, 0.13734701, 0.13692872, 0.13651044, 0.13609216, 0.13567387, 0.13525559, 0.13483731, 0.13441902, 0.13382734, 0.13323565, 0.13264397, 0.13205228, 0.13146059, 0.13086891, 0.13027722, 0.12968554, 0.12909385, 0.12850216, 0.12791818, 0.12733420, 0.12675022, 0.12616623, 0.12558225, 0.12499827, 0.12441429, 0.12383030, 0.12324632, 0.12266234, 0.12214218, 0.12162202, 0.12110186, 0.12058170, 0.12006154, 0.11954137, 0.11902121, 0.11850105, 0.11798089, 0.11746073, 0.11693604, 0.11641134, 0.11588665, 0.11536196, 0.11483726, 0.11431257, 0.11378787, 0.11326318, 0.11273848, 0.11221379, 0.11183689, 0.11145999, 0.11108309, 0.11070619, 0.11032929, 0.10995239, 0.10957549, 0.10919859, 0.10882170, 0.10844480, 0.10796097, 0.10747714, 0.10699332, 0.10650949, 0.10602566, 0.10554183, 0.10505801, 0.10457418, 0.10409035, 0.10360653, 0.10318143, 0.10275634, 0.10233125, 0.10190615, 0.10148106, 0.10105597, 0.10063087, 0.10020578, 0.09978069, 0.09935559, 0.09895170, 0.09854781, 0.09814391, 0.09774002, 0.09733612, 0.09693223, 0.09652834, 0.09612444, 0.09572055, 0.09531665, 0.09493861, 0.09456056, 0.09418252, 0.09380447, 0.09342643, 0.09304838, 0.09267034, 0.09229229, 0.09191425, 0.09153620, 0.09118301, 0.09082982, 0.09047663, 0.09012344, 0.08977025, 0.08941705, 0.08906386, 0.08871067, 0.08835748, 0.08800429, 0.08769948, 0.08739468, 0.08708988, 0.08678507, 0.08648027, 0.08617547, 0.08587066, 0.08556586, 0.08526106, 0.08495625, 0.08468799, 0.08441973, 0.08415147, 0.08388321, 0.08361495, 0.08334669, 0.08307843, 0.08281017, 0.08254191, 0.08227365, 0.08205431, 0.08183497, 0.08161563, 0.08139629, 0.08117695, 0.08095761, 0.08073826, 0.08051892, 0.08029958, 0.08008024, 0.07991506, 0.07974988, 0.07958470, 0.07941952, 0.07925434, 0.07908916, 0.07892398, 0.07875880, 0.07859362, 0.07842844, 0.07828956, 0.07815068, 0.07801180, 0.07787293, 0.07773405, 0.07759517, 0.07745629, 0.07731741, 0.07717854, 0.07703966, 0.07693259, 0.07682551, 0.07671844, 0.07661137, 0.07650430, 0.07639723, 0.07629015, 0.07618308, 0.07607601, 0.07596894, 0.07587286, 0.07577679, 0.07568071, 0.07558464, 0.07548856, 0.07539249, 0.07529641, 0.07520033, 0.07510426, 0.07500818, 0.07493361, 0.07485904, 0.07478447, 0.07470990, 0.07463532, 0.07456075, 0.07448618, 0.07441161, 0.07433703, 0.07426246, 0.07420454, 0.07414662, 0.07408870, 0.07403078, 0.07397286, 0.07391494, 0.07385702, 0.07379910, 0.07374118, 0.07368326, 0.07363622, 0.07358918, 0.07354214, 0.07349510, 0.07344806, 0.07340102, 0.07335398, 0.07330694, 0.07325990, 0.07321286, 0.07317116, 0.07312945, 0.07308775, 0.07304605, 0.07300434, 0.07296264, 0.07292093, 0.07287923, 0.07283753, 0.07279582, 0.07275958, 0.07272334, 0.07268710, 0.07265085, 0.07261461, 0.07257837, 0.07254212, 0.07250588, 0.07246964, 0.07243340, 0.07240265, 0.07237190, 0.07234115, 0.07231040, 0.07227965, 0.07224890, 0.07221815, 0.07218740, 0.07215665, 0.07212590, 0.07210172, 0.07207754, 0.07205337, 0.07202919, 0.07200501, 0.07198083, 0.07195665, 0.07193248, 0.07190830, 0.07188412, 0.07191037, 0.07193662, 0.07196287, 0.07198912, 0.07201537, 0.07204162, 0.07206787, 0.07209412, 0.07212037, 0.07214662
glac1, 0.02343407, 0.02335311, 0.02327214, 0.02319118, 0.02311021, 0.02302925, 0.02294829, 0.02286732, 0.02278636, 0.02270539, 0.02262443, 0.02271025, 0.02279606, 0.02288188, 0.02296769, 0.02305351, 0.02313932, 0.02322514, 0.02331095, 0.02339677, 0.02348258, 0.02361320, 0.02374382, 0.02387443, 0.02400505, 0.02413566, 0.02426628, 0.02439689, 0.02452751, 0.02465812, 0.02478874, 0.02494352, 0.02509830, 0.02525308, 0.02540787, 0.02556265, 0.02571743, 0.02587221, 0.02602699, 0.02618177, 0.02633655, 0.02642006, 0.02650356, 0.02658707, 0.02667057, 0.02675407, 0.02683758, 0.02692108, 0.02700458, 0.02708809, 0.02717159, 0.02723928, 0.02730697, 0.02737465, 0.02744234, 0.02751002, 0.02757771, 0.02764540, 0.02771308, 0.02778077, 0.02784846, 0.02794734, 0.02804622, 0.02814511, 0.02824399, 0.02834288, 0.02844176, 0.02854065, 0.02863953, 0.02873842, 0.02883730, 0.02895434, 0.02907137, 0.02918841, 0.02930544, 0.02942248, 0.02953952, 0.02965655, 0.02977359, 0.02989062, 0.03000766, 0.03020063, 0.03039360, 0.03058657, 0.03077953, 0.03097250, 0.03116547, 0.03135844, 0.03155141, 0.03174437, 0.03193734, 0.03199941, 0.03206147, 0.03212354, 0.03218561, 0.03224767, 0.03230974, 0.03237180, 0.03243387, 0.03249594, 0.03255800, 0.03260283, 0.03264765, 0.03269248, 0.03273731, 0.03278214, 0.03282696, 0.03287179, 0.03291662, 0.03296144, 0.03300627, 0.03305021, 0.03309414, 0.03313808, 0.03318202, 0.03322595, 0.03326989, 0.03331382, 0.03335776, 0.03340169, 0.03344563, 0.03348894, 0.03353225, 0.03357555, 0.03361886, 0.03366217, 0.03370548, 0.03374878, 0.03379209, 0.03383540, 0.03387871, 0.03390259, 0.03392647, 0.03395035, 0.03397422, 0.03399810, 0.03402198, 0.03404586, 0.03406974, 0.03409362, 0.03411750, 0.03414622, 0.03417494, 0.03420366, 0.03423237, 0.03426109, 0.03428981, 0.03431853, 0.03434725, 0.03437597, 0.03440469, 0.03444297, 0.03448125, 0.03451954, 0.03455782, 0.03459610, 0.03463439, 0.03467267, 0.03471095, 0.03474923, 0.03478752, 0.03481734, 0.03484716, 0.03487698, 0.03490680, 0.03493662, 0.03496644, 0.03499626, 0.03502608, 0.03505590, 0.03508572, 0.03513423, 0.03518274, 0.03523125, 0.03527976, 0.03532827, 0.03537678, 0.03542529, 0.03547381, 0.03552232, 0.03557083, 0.03560643, 0.03564203, 0.03567763, 0.03571323, 0.03574883, 0.03578443, 0.03582004, 0.03585564, 0.03589124, 0.03592684, 0.03593618, 0.03594551, 0.03595485, 0.03596418, 0.03597352, 0.03598286, 0.03599219, 0.03600153, 0.03601087, 0.03602020, 0.03600315, 0.03598609, 0.03596903, 0.03595198, 0.03593492, 0.03591787, 0.03590081, 0.03588376, 0.03586670, 0.03584964, 0.03583050, 0.03581136, 0.03579222, 0.03577308, 0.03575394, 0.03573480, 0.03571565, 0.03569651, 0.03567737, 0.03565823, 0.03563961, 0.03562100, 0.03560238, 0.03558377, 0.03556515, 0.03554653, 0.03552792, 0.03550930, 0.03549068, 0.03547207, 0.03545480, 0.03543753, 0.03542026, 0.03540300, 0.03538573, 0.03536846, 0.03535119, 0.03533392, 0.03531665, 0.03529938, 0.03528374, 0.03526809, 0.03525244, 0.03523679, 0.03522114, 0.03520549, 0.03518984, 0.03517419, 0.03515854, 0.03514290, 0.03513079, 0.03511868, 0.03510657, 0.03509446, 0.03508235, 0.03507024, 0.03505813, 0.03504602, 0.03503391, 0.03502180, 0.03501343, 0.03500505, 0.03499667, 0.03498829, 0.03497991, 0.03497153, 0.03496316, 0.03495478, 0.03494640, 0.03493802, 0.03493072, 0.03492341, 0.03491611, 0.03490880, 0.03490150, 0.03489420, 0.03488689, 0.03487959, 0.03487228, 0.03486498, 0.03484774, 0.03483050, 0.03481326, 0.03479602, 0.03477878, 0.03476154, 0.03474430, 0.03472706, 0.03470982, 0.03469257
glac2, 0.11538184, 0.11466475, 0.11394765, 0.11323056, 0.11251346, 0.11179637, 0.11107927, 0.11036217, 0.10964508, 0.10892798, 0.10821089, 0.10791104, 0.10761119, 0.10731135, 0.10701150, 0.10671165, 0.10641180, 0.10611196, 0.10581211, 0.10551226, 0.10521241, 0.10515106, 0.10508970, 0.10502834, 0.10496699, 0.10490563, 0.10484428, 0.10478292, 0.10472156, 0.10466021, 0.10459885, 0.10458504, 0.10457122, 0.10455741, 0.10454359, 0.10452978, 0.10451596, 0.10450215, 0.10448833, 0.10447452, 0.10446070, 0.10427140, 0.10408209, 0.10389278, 0.10370348, 0.10351417, 0.10332486, 0.10313556, 0.10294625, 0.10275694, 0.10256764, 0.10224917, 0.10193071, 0.10161224, 0.10129378, 0.10097531, 0.10065685, 0.10033838, 0.10001992, 0.09970145, 0.09938299, 0.09892358, 0.09846418, 0.09800477, 0.09754537, 0.09708597, 0.09662656, 0.09616716, 0.09570775, 0.09524835, 0.09478894, 0.09415475, 0.09352056, 0.09288637, 0.09225218, 0.09161799, 0.09098379, 0.09034960, 0.08971541, 0.08908122, 0.08844703, 0.08791880, 0.08739056, 0.08686233, 0.08633410, 0.08580586, 0.08527763, 0.08474940, 0.08422117, 0.08369293, 0.08316470, 0.08247403, 0.08178336, 0.08109269, 0.08040202, 0.07971135, 0.07902068, 0.07833000, 0.07763933, 0.07694866, 0.07625799, 0.07570274, 0.07514748, 0.07459223, 0.07403697, 0.07348172, 0.07292646, 0.07237121, 0.07181595, 0.07126070, 0.07070544, 0.07025799, 0.06981053, 0.06936307, 0.06891561, 0.06846816, 0.06802070, 0.06757324, 0.06712578, 0.06667833, 0.06623087, 0.06586542, 0.06549998, 0.06513453, 0.06476909, 0.06440364, 0.06403819, 0.06367275, 0.06330730, 0.06294186, 0.06257641, 0.06225434, 0.06193228, 0.06161021, 0.06128815, 0.06096608, 0.06064402, 0.06032195, 0.05999989, 0.05967782, 0.05935576, 0.05908627, 0.05881678, 0.05854729, 0.05827781, 0.05800832, 0.05773883, 0.05746935, 0.05719986, 0.05693037, 0.05666088, 0.05643866, 0.05621643, 0.05599420, 0.05577197, 0.05554974, 0.05532751, 0.05510528, 0.05488305, 0.05466082, 0.05443859, 0.05426245, 0.05408632, 0.05391018, 0.05373405, 0.05355791, 0.05338178, 0.05320564, 0.05302951, 0.05285338, 0.05267724, 0.05254679, 0.05241634, 0.05228589, 0.05215543, 0.05202498, 0.05189453, 0.05176408, 0.05163363, 0.05150318, 0.05137272, 0.05126670, 0.05116067, 0.05105464, 0.05094862, 0.05084259, 0.05073656, 0.05063054, 0.05052451, 0.05041848, 0.05031246, 0.05022978, 0.05014710, 0.05006442, 0.04998174, 0.04989906, 0.04981638, 0.04973370, 0.04965102, 0.04956834, 0.04948566, 0.04941646, 0.04934726, 0.04927806, 0.04920887, 0.04913967, 0.04907047, 0.04900127, 0.04893207, 0.04886287, 0.04879367, 0.04874029, 0.04868691, 0.04863353, 0.04858015, 0.04852677, 0.04847338, 0.04842000, 0.04836662, 0.04831324, 0.04825986, 0.04821807, 0.04817628, 0.04813449, 0.04809271, 0.04805092, 0.04800913, 0.04796734, 0.04792556, 0.04788377, 0.04784198, 0.04780777, 0.04777357, 0.04773936, 0.04770515, 0.04767095, 0.04763674, 0.04760253, 0.04756832, 0.04753412, 0.04749991, 0.04747092, 0.04744193, 0.04741293, 0.04738394, 0.04735495, 0.04732596, 0.04729697, 0.04726798, 0.04723899, 0.04721000, 0.04718460, 0.04715920, 0.04713381, 0.04710841, 0.04708302, 0.04705762, 0.04703222, 0.04700683, 0.04698143, 0.04695604, 0.04693483, 0.04691362, 0.04689241, 0.04687121, 0.04685000, 0.04682879, 0.04680758, 0.04678638, 0.04676517, 0.04674396, 0.04672559, 0.04670721, 0.04668884, 0.04667046, 0.04665208, 0.04663371, 0.04661533, 0.04659696, 0.04657858, 0.04656021, 0.04663471, 0.04670922, 0.04678373, 0.04685824, 0.04693275, 0.04700725, 0.04708176, 0.04715627, 0.04723078, 0.04730529
glac3, 0.15521633, 0.15644688, 0.15767742, 0.15890796, 0.16013850, 0.16136904, 0.16259959, 0.16383013, 0.16506067, 0.16629121, 0.16752175, 0.16830328, 0.16908481, 0.16986634, 0.17064787, 0.17142939, 0.17221092, 0.17299245, 0.17377398, 0.17455551, 0.17533703, 0.17571448, 0.17609192, 0.17646937, 0.17684681, 0.17722426, 0.17760170, 0.17797915, 0.17835659, 0.17873404, 0.17911148, 0.17978250, 0.18045353, 0.18112455, 0.18179558, 0.18246660, 0.18313763, 0.18380865, 0.18447968, 0.18515070, 0.18582173, 0.18666084, 0.18749996, 0.18833907, 0.18917819, 0.19001730, 0.19085642, 0.19169553, 0.19253465, 0.19337376, 0.19421288, 0.19508946, 0.19596605, 0.19684263, 0.19771922, 0.19859581, 0.19947239, 0.20034898, 0.20122557, 0.20210215, 0.20297874, 0.20342956, 0.20388037, 0.20433119, 0.20478201, 0.20523282, 0.20568364, 0.20613446, 0.20658527, 0.20703609, 0.20748691, 0.20791964, 0.20835237, 0.20878510, 0.20921783, 0.20965056, 0.21008329, 0.21051602, 0.21094875, 0.21138148, 0.21181421, 0.21106298, 0.21031175, 0.20956052, 0.20880929, 0.20805806, 0.20730683, 0.20655559, 0.20580436, 0.20505313, 0.20430190, 0.20429591, 0.20428991, 0.20428392, 0.20427793, 0.20427193, 0.20426594, 0.20425994, 0.20425395, 0.20424796, 0.20424196, 0.20395228, 0.20366260, 0.20337292, 0.20308323, 0.20279355, 0.20250387, 0.20221419, 0.20192450, 0.20163482, 0.20134514, 0.20108444, 0.20082375, 0.20056305, 0.20030235, 0.20004166, 0.19978096, 0.19952026, 0.19925957, 0.19899887, 0.19873817, 0.19856611, 0.19839405, 0.19822199, 0.19804993, 0.19787787, 0.19770581, 0.19753375, 0.19736169, 0.19718963, 0.19701756, 0.19696485, 0.19691214, 0.19685943, 0.19680671, 0.19675400, 0.19670129, 0.19664858, 0.19659586, 0.19654315, 0.19649044, 0.19626786, 0.19604528, 0.19582270, 0.19560012, 0.19537754, 0.19515496, 0.19493238, 0.19470980, 0.19448722, 0.19426464, 0.19389760, 0.19353056, 0.19316352, 0.19279648, 0.19242944, 0.19206240, 0.19169536, 0.19132832, 0.19096128, 0.19059424, 0.19015728, 0.18972032, 0.18928337, 0.18884641, 0.18840946, 0.18797250, 0.18753554, 0.18709859, 0.18666163, 0.18622467, 0.18584586, 0.18546704, 0.18508823, 0.18470941, 0.18433060, 0.18395178, 0.18357296, 0.18319415, 0.18281533, 0.18243652, 0.18211980, 0.18180308, 0.18148636, 0.18116964, 0.18085292, 0.18053620, 0.18021948, 0.17990277, 0.17958605, 0.17926933, 0.17901510, 0.17876087, 0.17850664, 0.17825241, 0.17799818, 0.17774395, 0.17748972, 0.17723549, 0.17698126, 0.17672703, 0.17651390, 0.17630078, 0.17608765, 0.17587453, 0.17566140, 0.17544827, 0.17523515, 0.17502202, 0.17480889, 0.17459577, 0.17443762, 0.17427947, 0.17412132, 0.17396317, 0.17380503, 0.17364688, 0.17348873, 0.17333058, 0.17317244, 0.17301429, 0.17289501, 0.17277573, 0.17265645, 0.17253717, 0.17241789, 0.17229862, 0.17217934, 0.17206006, 0.17194078, 0.17182150, 0.17172530, 0.17162910, 0.17153290, 0.17143670, 0.17134050, 0.17124430, 0.17114810, 0.17105190, 0.17095569, 0.17085949, 0.17077872, 0.17069794, 0.17061716, 0.17053639, 0.17045561, 0.17037483, 0.17029406, 0.17021328, 0.17013250, 0.17005173, 0.16998118, 0.16991064, 0.16984009, 0.16976955, 0.16969901, 0.16962846, 0.16955792, 0.16948737, 0.16941683, 0.16934628, 0.16928280, 0.16921931, 0.16915582, 0.16909233, 0.16902884, 0.16896536, 0.16890187, 0.16883838, 0.16877489, 0.16871140, 0.16865159, 0.16859178, 0.16853196, 0.16847215, 0.16841234, 0.16835252, 0.16829271, 0.16823289, 0.16817308, 0.16811327, 0.16802153, 0.16792979, 0.16783805, 0.16774630, 0.16765456, 0.16756282, 0.16747108, 0.16737934, 0.16728760, 0.16719586
glac5, 0.00289546, 0.00289201, 0.00288857, 0.00288513, 0.00288169, 0.00287825, 0.00287480, 0.00287136, 0.00286792, 0.00286448, 0.00286103, 0.00285454, 0.00284805, 0.00284156, 0.00283507, 0.00282858, 0.00282209, 0.00281560, 0.00280911, 0.00280262, 0.00279613, 0.00278107, 0.00276601, 0.00275095, 0.00273588, 0.00272082, 0.00270576, 0.00269070, 0.00267563, 0.00266057, 0.00264551, 0.00262924, 0.00261297, 0.00259670, 0.00258043, 0.00256417, 0.00254790, 0.00253163, 0.00251536, 0.00249909, 0.00248282, 0.00246726, 0.00245170, 0.00243614, 0.00242058, 0.00240502, 0.00238945, 0.00237389, 0.00235833, 0.00234277, 0.00232721, 0.00231381, 0.00230041, 0.00228701, 0.00227361, 0.00226021, 0.00224682, 0.00223342, 0.00222002, 0.00220662, 0.00219322, 0.00218215, 0.00217108, 0.00216002, 0.00214895, 0.00213788, 0.00212681, 0.00211574, 0.00210467, 0.00209360, 0.00208254, 0.00207351, 0.00206449, 0.00205547, 0.00204645, 0.00203743, 0.00202840, 0.00201938, 0.00201036, 0.00200134, 0.00199232, 0.00198272, 0.00197313, 0.00196353, 0.00195393, 0.00194434, 0.00193474, 0.00192515, 0.00191555, 0.00190596, 0.00189636, 0.00189088, 0.00188540, 0.00187991, 0.00187443, 0.00186895, 0.00186347, 0.00185799, 0.00185250, 0.00184702, 0.00184154, 0.00183776, 0.00183397, 0.00183019, 0.00182640, 0.00182262, 0.00181884, 0.00181505, 0.00181127, 0.00180748, 0.00180370, 0.00180111, 0.00179853, 0.00179595, 0.00179336, 0.00179078, 0.00178819, 0.00178561, 0.00178302, 0.00178044, 0.00177785, 0.00177602, 0.00177419, 0.00177236, 0.00177054, 0.00176871, 0.00176688, 0.00176505, 0.00176322, 0.00176139, 0.00175956, 0.00175774, 0.00175591, 0.00175409, 0.00175227, 0.00175045, 0.00174862, 0.00174680, 0.00174498, 0.00174315, 0.00174133, 0.00174018, 0.00173903, 0.00173788, 0.00173673, 0.00173558, 0.00173443, 0.00173328, 0.00173213, 0.00173098, 0.00172983, 0.00172907, 0.00172832, 0.00172756, 0.00172681, 0.00172605, 0.00172530, 0.00172454, 0.00172379, 0.00172303, 0.00172227, 0.00172205, 0.00172183, 0.00172161, 0.00172139, 0.00172117, 0.00172095, 0.00172073, 0.00172050, 0.00172028, 0.00172006, 0.00172065, 0.00172124, 0.00172184, 0.00172243, 0.00172302, 0.00172361, 0.00172420, 0.00172479, 0.00172538, 0.00172597, 0.00172669, 0.00172741, 0.00172813, 0.00172885, 0.00172957, 0.00173029, 0.00173101, 0.00173173, 0.00173245, 0.00173317, 0.00173409, 0.00173502, 0.00173594, 0.00173687, 0.00173779, 0.00173871, 0.00173964, 0.00174056, 0.00174149, 0.00174241, 0.00174335, 0.00174430, 0.00174525, 0.00174619, 0.00174714, 0.00174808, 0.00174903, 0.00174997, 0.00175092, 0.00175186, 0.00175288, 0.00175390, 0.00175492, 0.00175593, 0.00175695, 0.00175797, 0.00175899, 0.00176000, 0.00176102, 0.00176204, 0.00176308, 0.00176411, 0.00176515, 0.00176618, 0.00176722, 0.00176825, 0.00176929, 0.00177032, 0.00177136, 0.00177239, 0.00177344, 0.00177449, 0.00177554, 0.00177659, 0.00177765, 0.00177870, 0.00177975, 0.00178080, 0.00178185, 0.00178290, 0.00178376, 0.00178463, 0.00178550, 0.00178637, 0.00178723, 0.00178810, 0.00178897, 0.00178983, 0.00179070, 0.00179157, 0.00179228, 0.00179299, 0.00179371, 0.00179442, 0.00179514, 0.00179585, 0.00179656, 0.00179728, 0.00179799, 0.00179870, 0.00179938, 0.00180006, 0.00180074, 0.00180142, 0.00180210, 0.00180278, 0.00180346, 0.00180414, 0.00180482, 0.00180550, 0.00180607, 0.00180665, 0.00180722, 0.00180780, 0.00180837, 0.00180895, 0.00180952, 0.00181010, 0.00181067, 0.00181125, 0.00181302, 0.00181480, 0.00181657, 0.00181835, 0.00182013, 0.00182190, 0.00182368, 0.00182546, 0.00182723, 0.00182901
glac6, 0.07651066, 0.07640057, 0.07629049, 0.07618040, 0.07607031, 0.07596022, 0.07585014, 0.07574005, 0.07562996, 0.07551988, 0.07540979, 0.07524434, 0.07507888, 0.07491343, 0.07474797, 0.07458252, 0.07441706, 0.07425161, 0.07408616, 0.07392070, 0.07375525, 0.07361930, 0.07348336, 0.07334741, 0.07321147, 0.07307553, 0.07293958, 0.07280364, 0.07266769, 0.07253175, 0.07239580, 0.07220983, 0.07202385, 0.07183788, 0.07165190, 0.07146593, 0.07127995, 0.07109397, 0.07090800, 0.07072202, 0.07053605, 0.07027055, 0.07000505, 0.06973955, 0.06947405, 0.06920855, 0.06894305, 0.06867755, 0.06841205, 0.06814655, 0.06788105, 0.06761448, 0.06734792, 0.06708135, 0.06681478, 0.06654822, 0.06628165, 0.06601508, 0.06574852, 0.06548195, 0.06521538, 0.06499018, 0.06476497, 0.06453977, 0.06431456, 0.06408936, 0.06386416, 0.06363895, 0.06341375, 0.06318854, 0.06296334, 0.06274764, 0.06253193, 0.06231623, 0.06210053, 0.06188482, 0.06166912, 0.06145342, 0.06123771, 0.06102201, 0.06080631, 0.06070503, 0.06060376, 0.06050248, 0.06040121, 0.06029993, 0.06019866, 0.06009739, 0.05999611, 0.05989484, 0.05979356, 0.05960833, 0.05942309, 0.05923786, 0.05905262, 0.05886739, 0.05868215, 0.05849692, 0.05831168, 0.05812644, 0.05794121, 0.05778827, 0.05763533, 0.05748239, 0.05732945, 0.05717651, 0.05702357, 0.05687063, 0.05671769, 0.05656475, 0.05641181, 0.05627245, 0.05613308, 0.05599372, 0.05585435, 0.05571499, 0.05557563, 0.05543626, 0.05529690, 0.05515753, 0.05501817, 0.05488462, 0.05475107, 0.05461752, 0.05448397, 0.05435041, 0.05421686, 0.05408331, 0.05394976, 0.05381621, 0.05368266, 0.05354772, 0.05341277, 0.05327783, 0.05314288, 0.05300794, 0.05287299, 0.05273805, 0.05260311, 0.05246816, 0.05233322, 0.05221290, 0.05209258, 0.05197225, 0.05185193, 0.05173161, 0.05161129, 0.05149097, 0.05137065, 0.05125033, 0.05113001, 0.05102461, 0.05091922, 0.05081382, 0.05070842, 0.05060302, 0.05049763, 0.05039223, 0.05028683, 0.05018144, 0.05007604, 0.04998985, 0.04990367, 0.04981748, 0.04973129, 0.04964511, 0.04955892, 0.04947273, 0.04938655, 0.04930036, 0.04921417, 0.04915330, 0.04909243, 0.04903156, 0.04897069, 0.04890982, 0.04884895, 0.04878808, 0.04872721, 0.04866634, 0.04860547, 0.04855302, 0.04850057, 0.04844812, 0.04839567, 0.04834322, 0.04829077, 0.04823832, 0.04818587, 0.04813342, 0.04808097, 0.04803981, 0.04799866, 0.04795751, 0.04791636, 0.04787521, 0.04783406, 0.04779290, 0.04775175, 0.04771060, 0.04766945, 0.04763391, 0.04759837, 0.04756283, 0.04752729, 0.04749175, 0.04745621, 0.04742067, 0.04738513, 0.04734959, 0.04731405, 0.04728769, 0.04726133, 0.04723497, 0.04720860, 0.04718224, 0.04715588, 0.04712952, 0.04710316, 0.04707679, 0.04705043, 0.04702952, 0.04700861, 0.04698769, 0.04696678, 0.04694587, 0.04692495, 0.04690404, 0.04688313, 0.04686222, 0.04684130, 0.04682430, 0.04680729, 0.04679029, 0.04677329, 0.04675628, 0.04673928, 0.04672227, 0.04670527, 0.04668826, 0.04667126, 0.04665661, 0.04664197, 0.04662732, 0.04661268, 0.04659803, 0.04658339, 0.04656874, 0.04655409, 0.04653945, 0.04652480, 0.04651188, 0.04649897, 0.04648605, 0.04647313, 0.04646021, 0.04644729, 0.04643437, 0.04642146, 0.04640854, 0.04639562, 0.04638535, 0.04637509, 0.04636482, 0.04635456, 0.04634429, 0.04633403, 0.04632376, 0.04631350, 0.04630323, 0.04629297, 0.04628378, 0.04627460, 0.04626541, 0.04625623, 0.04624704, 0.04623786, 0.04622867, 0.04621949, 0.04621030, 0.04620112, 0.04624656, 0.04629199, 0.04633743, 0.04638287, 0.04642831, 0.04647375, 0.04651919, 0.04656463, 0.04661006, 0.04665550
