CMDLINE /usr/bin/python3 total_workflow.py --directory ./to_total --workflows workflows.yml --workflow wf1f --scale global --experiment_name capstone.modules --pyear_start 2020 --pyear_end 2150 --pyear_step 10
MEM 4.902344 1712362585.9188
MEM 14.824219 1712362586.0194
MEM 16.828125 1712362586.1199
MEM 28.285156 1712362586.2202
MEM 29.695312 1712362586.3219
MEM 32.875000 1712362586.4223
MEM 37.628906 1712362586.5228
MEM 43.265625 1712362586.6232
MEM 48.996094 1712362586.7235
MEM 53.996094 1712362586.8242
MEM 58.300781 1712362586.9245
MEM 61.609375 1712362587.0248
MEM 68.703125 1712362587.1253
MEM 72.878906 1712362587.2258
MEM 75.457031 1712362587.3262
MEM 79.089844 1712362587.4265
MEM 92.984375 1712362587.5269
MEM 96.445312 1712362587.6274
MEM 92.105469 1712362587.7280
MEM 102.257812 1712362587.8284
MEM 109.890625 1712362587.9290
MEM 118.695312 1712362588.0294
MEM 127.539062 1712362588.1299
MEM 139.128906 1712362588.2305
MEM 149.433594 1712362588.3310
MEM 163.312500 1712362588.4315
MEM 177.671875 1712362588.5319
MEM 177.671875 1712362588.6324
MEM 179.671875 1712362588.7329
MEM 185.464844 1712362588.8333
MEM 185.464844 1712362588.9339
MEM 187.464844 1712362589.0343
MEM 189.464844 1712362589.1353
MEM 178.562500 1712362589.2358
MEM 186.140625 1712362589.3365
MEM 200.824219 1712362589.4371
MEM 184.539062 1712362589.5380
MEM 194.589844 1712362589.6391
MEM 171.253906 1712362589.7400
MEM 190.906250 1712362589.8407
MEM 224.152344 1712362589.9412
MEM 206.523438 1712362590.0421
MEM 234.039062 1712362590.1424
MEM 267.031250 1712362590.2430
MEM 278.046875 1712362590.3434
MEM 263.808594 1712362590.4438
MEM 289.328125 1712362590.5442
MEM 315.425781 1712362590.6448
MEM 316.199219 1712362590.7455
MEM 342.941406 1712362590.8460
MEM 357.750000 1712362590.9464
MEM 353.234375 1712362591.0469
MEM 371.210938 1712362591.1475
MEM 394.796875 1712362591.2481
MEM 395.570312 1712362591.3486
MEM 428.375000 1712362591.4491
MEM 437.132812 1712362591.5496
MEM 432.804688 1712362591.6500
MEM 465.152344 1712362591.7505
MEM 474.433594 1712362591.8511
MEM 490.929688 1712362591.9515
MEM 516.320312 1712362592.0520
MEM 517.609375 1712362592.1524
MEM 529.972656 1712362592.2530
MEM 553.558594 1712362592.3537
MEM 554.332031 1712362592.4541
MEM 582.812500 1712362592.5546
MEM 595.828125 1712362592.6552
MEM 581.000000 1712362592.7557
MEM 621.667969 1712362592.8561
MEM 632.917969 1712362592.9566
MEM 633.640625 1712362593.0573
MEM 663.980469 1712362593.1577
MEM 674.996094 1712362593.2584
MEM 670.351562 1712362593.3589
MEM 698.640625 1712362593.4594
MEM 712.429688 1712362593.5599
MEM 724.285156 1712362593.6606
MEM 745.167969 1712362593.7611
MEM 759.707031 1712362593.8616
MEM 756.984375 1712362593.9620
MEM 762.101562 1712362594.0625
MEM 762.101562 1712362594.1630
MEM 762.101562 1712362594.2635
MEM 762.101562 1712362594.3640
MEM 762.101562 1712362594.4644
MEM 762.101562 1712362594.5650
MEM 770.156250 1712362594.6654
MEM 791.273438 1712362594.7659
MEM 794.140625 1712362594.8665
MEM 742.980469 1712362594.9669
MEM 747.101562 1712362595.0674
MEM 747.101562 1712362595.1678
MEM 747.101562 1712362595.2682
MEM 747.101562 1712362595.3687
MEM 747.101562 1712362595.4693
MEM 747.101562 1712362595.5699
MEM 747.101562 1712362595.6703
MEM 747.101562 1712362595.7709
MEM 747.101562 1712362595.8714
MEM 749.937500 1712362595.9719
MEM 720.484375 1712362596.0725
MEM 723.511719 1712362596.1730
MEM 672.457031 1712362596.2734
MEM 675.738281 1712362596.3739
MEM 682.050781 1712362596.4744
MEM 684.566406 1712362596.5749
MEM 684.566406 1712362596.6753
MEM 684.566406 1712362596.7758
MEM 684.566406 1712362596.8763
MEM 684.566406 1712362596.9769
MEM 684.566406 1712362597.0774
MEM 684.566406 1712362597.1780
MEM 684.566406 1712362597.2784
MEM 684.566406 1712362597.3789
MEM 654.234375 1712362597.4795
MEM 654.402344 1712362597.5799
